,inputs1,inputs2,labels
4077,"I went hunting with my father. We caught a few rabbits, we had a long, deep talk.","I went hunting with my father. We caught a few rabbits, but we didnt speak to each other at all though.",0
4078,I stopped at the bakery.,I stopped at the bakery. I ordered a donut for breakfast.,1
4079,The hotel I went to had a pool and a gym.,The hotel I went to had a pool and but not a gym.,0
4080,The dog pooped outside when he was in my driveway.,The dog pooped outside when he was in my back yard.,1
4081,"I went to a baseball game with my friends. I betted my paycheck and lost,but my friends bought me food after that.",I went to a baseball game with my friends. I lost my paycheck betting.,0
4082,I was renting an apartment on the other side of town.,I was renting an apartment on the other side of town. My friend was staying with me.,1
4083,"I learned how to play the trumpet. I keep running out of breath, and couldnt practice effectively.","I learned how to play the trumpet. I lost the trumpets mouthpiece, i have to give up.",0
4084,My mother was buried in a mauseleum. They put her body in the wrong vault.,My mother was buried in a mauseleum. They spelled her body wrong on the name plate.,1
4085,I stopped by the post office to check my baking company's PO Box. There was nothing but bills.,I stopped by the post office to check my baking company's PO Box. There was nothing but bills and a notification of an upcoming health inspector.,0
4086,I decided to rid my house of dust and cleaned. I was worn out after only an hour's work.,I decided to rid my house of dust and cleaned.,1
4087,I went to the amusement park and bought a wildly overpriced soft drink.,I went to the amusement park and collapsed from dehydration.,0
4088,I decided to lie down in bed. I still wasn't able to fall asleep.,I decided to lie down in bed.,1
4089,I went back to my old neighborhood today. I found that my old run-down apartment was getting renovated.,I went back to my old neighborhood today. I found that my old run-down apartment is falling apart.,0
4090,I took the car out of the garage so I can replace it's engine. ,I took the car out of the garage to wash it so it looked brand new. ,1
4091,I used to play the trombone.  I was the first chair in the band.,I used to play the trombone.  I got pegged for a solo performance.,0
4092,I started an online music career.,I started an online music career. I gained ten thousand followers within a month. ,1
4093,I went to visit my grandmother in Tennessee last winter. She cooked for me and fed me some of my favorite food.,I went to visit my grandmother in Tennessee last winter.,0
4094,I took my boat to the lake. The boat sunk in the middle of the lake.,I took my boat to the lake. We weren't able to catch any fish.,1
4095,There was a lot of debris in my yard. A trash can fell over and had spilled it's contents.,There was a lot of debris in my yard. Someone played a prank and dumped several loads of garbage in front of my home.,0
4096,I went for a walk by myself. I went for a walk by myself and tripped and sprained my ankle after getting bit by a dog.,I went for a walk by myself. I went for a walk by myself and got lost for hours.,1
4097,I turned on my computer. I was able to play a game on it.,I turned on my computer.,0
4098,I went to driver's ed. I felt like I would never get my license.,I went to driver's ed. I was not allowed to drive at night.,1
4099,Lots of people at the Halloween party said that my costume was creative.,Lots of people at the Halloween party said that my costume was derivative.,0
4100,I asked my friend to borrow money and he said no.,I asked my friend to borrow money and he said yes.,1
4101,I go walking with a bag of crabs.,I go walking with a bag of crabs. A dog tears a hole into the bag. ,0
4102,I tried the hot chili sauce at the Thai restaurant and wanted to chop my tongue off.,I tried the hot chili sauce at the Thai restaurant and thought it was zesty.,1
4103,I am putting some hot coffee with creamer in my porcelain mug. ,I am putting some water in my porcelain mug. ,0
4104,"I was able to put my new Jacket on Layaway at Wal Mart, paying the down payment.","I was able to get my new Jacket off Layaway at Wal Mart, paying the balance.",1
4105,I decided to visit my friend across the country. We reconnected after years of not talking.,I decided to visit my friend across the country. I got a row on the plane to myself.,0
4106,I stopped drinking alcohol.,"I stopped drinking alcohol. I am doing a great job, i havent had a single drop in one month.",1
4107,I went to buy some furniture. They didn't have the exact piece I wanted but I found something similar.,I went to buy some furniture.,0
4108,I volunteered to film my friends birthday party. I was shaking too much to make a good picture.,I volunteered to film my friends birthday party.,1
4109,I stopped at a deli for lunch yesterday. It took five minutes for someone to wait on me.,I stopped at a deli for lunch yesterday. The clerk at the counter wasn't very friendly.,0
4110,"I live on a big city street apartment, and my friend is homeless. ","I live on a big city street apartment, and my friend lives in a hut.",1
4111,"When I checked my emails yesterday, I got one saying I had won a contest.  The prize was a yearly subscription to my favorite magazine. ","When I checked my emails yesterday, I got one saying I had won a contest. ",0
4112,I was cashing my check from work. They charged me ten dollars to cash the check.,I was cashing my check from work. I had to wait twenty minutes in line at the bank.,1
4113,"I mowed my lawn this afternoon. I mowed my lawn this afternoon. I ran out of gas before I finished, but I had more gas in the garage.","I mowed my lawn this afternoon. I mowed my lawn this afternoon. The lawnmower broke before I finished, so I have to get it repaired.",0
4114,I was hired to work on the local road crew. Passers by kept throwing trash on the ground where I worked.,I was hired to work on the local road crew.,1
4115,My brother and me attend a rock concert.,My brother and me attend a rock concert. My brother passed out from exhaustion.,0
